slot,pointId,lat,lng,currentSpeedKph,freeFlowSpeedKph,speedRatio,delaySeconds,regime
night,p-2-2,45.74338,21.207,34,34,1,0,free
morning-rush,p-2-2,45.74353,21.20689,34,34,1,0,free
mid-morning,p-2-2,45.74353,21.20689,34,34,1,0,free
midday,p-2-2,45.74353,21.20689,34,34,1,0,free
afternoon-rush,p-2-2,45.74353,21.20689,34,34,1,0,free
evening,p-2-2,45.74353,21.20689,34,34,1,0,free
night,p-2-2,45.74353,21.20689,34,34,1,0,free
morning-rush,p-2-3,45.74299,21.213,28,41,0.683,12,light
mid-morning,p-2-3,45.74299,21.213,28,41,0.683,12,light
midday,p-2-3,45.74299,21.213,28,41,0.683,12,light
afternoon-rush,p-2-3,45.74299,21.213,28,41,0.683,12,light
evening,p-2-3,45.74299,21.213,28,41,0.683,12,light
night,p-2-3,45.74299,21.213,28,41,0.683,12,light
morning-rush,p-2-3,45.74309,21.21308,28,41,0.683,12,light
mid-morning,p-2-3,45.74309,21.21308,28,41,0.683,12,light
midday,p-2-3,45.74309,21.21308,28,41,0.683,12,light
afternoon-rush,p-2-3,45.74309,21.21308,28,41,0.683,12,light
evening,p-2-3,45.74309,21.21308,28,41,0.683,12,light
night,p-2-3,45.74309,21.21308,28,41,0.683,12,light
morning-rush,p-2-3,45.74374,21.21364,28,41,0.683,12,light
mid-morning,p-2-3,45.74374,21.21364,28,41,0.683,12,light
midday,p-2-3,45.74374,21.21364,28,41,0.683,12,light
afternoon-rush,p-2-3,45.74374,21.21364,28,41,0.683,12,light
evening,p-2-3,45.74374,21.21364,28,41,0.683,12,light
night,p-2-3,45.74374,21.21364,28,41,0.683,12,light
morning-rush,p-2-3,45.74385,21.21373,28,41,0.683,12,light
mid-morning,p-2-3,45.74385,21.21373,28,41,0.683,12,light
midday,p-2-3,45.74385,21.21373,28,41,0.683,12,light
afternoon-rush,p-2-3,45.74385,21.21373,28,41,0.683,12,light
evening,p-2-3,45.74385,21.21373,28,41,0.683,12,light
night,p-2-3,45.74385,21.21373,28,41,0.683,12,light
morning-rush,p-2-3,45.74441,21.21428,28,41,0.683,12,light
mid-morning,p-2-3,45.74441,21.21428,28,41,0.683,12,light
midday,p-2-3,45.74441,21.21428,28,41,0.683,12,light
afternoon-rush,p-2-3,45.74441,21.21428,28,41,0.683,12,light
evening,p-2-3,45.74441,21.21428,28,41,0.683,12,light
night,p-2-3,45.74441,21.21428,28,41,0.683,12,light
morning-rush,p-2-3,45.74456,21.21442,28,41,0.683,12,light
mid-morning,p-2-3,45.74456,21.21442,28,41,0.683,12,light
midday,p-2-3,45.74456,21.21442,28,41,0.683,12,light
afternoon-rush,p-2-3,45.74456,21.21442,28,41,0.683,12,light
evening,p-2-3,45.74456,21.21442,28,41,0.683,12,light
night,p-2-3,45.74456,21.21442,28,41,0.683,12,light
morning-rush,p-2-4,45.74827,21.22344,10,15,0.667,31,light
mid-morning,p-2-4,45.74827,21.22344,10,15,0.667,31,light
midday,p-2-4,45.74827,21.22344,10,15,0.667,31,light
afternoon-rush,p-2-4,45.74827,21.22344,10,15,0.667,31,light
evening,p-2-4,45.74827,21.22344,10,15,0.667,31,light
night,p-2-4,45.74827,21.22344,10,15,0.667,31,light
morning-rush,p-2-4,45.74818,21.22382,10,15,0.667,31,light
mid-morning,p-2-4,45.74818,21.22382,10,15,0.667,31,light
midday,p-2-4,45.74818,21.22382,10,15,0.667,31,light
afternoon-rush,p-2-4,45.74818,21.22382,10,15,0.667,31,light
evening,p-2-4,45.74818,21.22382,10,15,0.667,31,light
night,p-2-4,45.74818,21.22382,10,15,0.667,31,light
morning-rush,p-2-4,45.74817,21.22385,10,15,0.667,31,light
mid-morning,p-2-4,45.74817,21.22385,10,15,0.667,31,light
midday,p-2-4,45.74817,21.22385,10,15,0.667,31,light
afternoon-rush,p-2-4,45.74817,21.22385,10,15,0.667,31,light
evening,p-2-4,45.74817,21.22385,10,15,0.667,31,light
night,p-2-4,45.74817,21.22385,10,15,0.667,31,light
morning-rush,p-2-4,45.74812,21.22405,10,15,0.667,31,light
mid-morning,p-2-4,45.74812,21.22405,10,15,0.667,31,light
midday,p-2-4,45.74812,21.22405,10,15,0.667,31,light
afternoon-rush,p-2-4,45.74812,21.22405,10,15,0.667,31,light
evening,p-2-4,45.74812,21.22405,10,15,0.667,31,light
night,p-2-4,45.74812,21.22405,10,15,0.667,31,light
morning-rush,p-2-4,45.748,21.22474,10,15,0.667,31,light
mid-morning,p-2-4,45.748,21.22474,10,15,0.667,31,light
midday,p-2-4,45.748,21.22474,10,15,0.667,31,light
afternoon-rush,p-2-4,45.748,21.22474,10,15,0.667,31,light
evening,p-2-4,45.748,21.22474,10,15,0.667,31,light
night,p-2-4,45.748,21.22474,10,15,0.667,31,light
morning-rush,p-2-4,45.74798,21.22485,10,15,0.667,31,light
mid-morning,p-2-4,45.74798,21.22485,10,15,0.667,31,light
midday,p-2-4,45.74798,21.22485,10,15,0.667,31,light
afternoon-rush,p-2-4,45.74798,21.22485,10,15,0.667,31,light
evening,p-2-4,45.74798,21.22485,10,15,0.667,31,light
night,p-2-4,45.74798,21.22485,10,15,0.667,31,light
morning-rush,p-2-4,45.74797,21.22491,10,15,0.667,31,light
mid-morning,p-2-4,45.74797,21.22491,10,15,0.667,31,light
midday,p-2-4,45.74797,21.22491,10,15,0.667,31,light
afternoon-rush,p-2-4,45.74797,21.22491,10,15,0.667,31,light
evening,p-2-4,45.74797,21.22491,10,15,0.667,31,light
night,p-2-4,45.74797,21.22491,10,15,0.667,31,light
morning-rush,p-2-4,45.74793,21.22518,10,15,0.667,31,light
mid-morning,p-2-4,45.74793,21.22518,10,15,0.667,31,light
midday,p-2-4,45.74793,21.22518,10,15,0.667,31,light
afternoon-rush,p-2-4,45.74793,21.22518,10,15,0.667,31,light
evening,p-2-4,45.74793,21.22518,10,15,0.667,31,light
night,p-2-4,45.74793,21.22518,10,15,0.667,31,light
morning-rush,p-2-4,45.74789,21.2254,10,15,0.667,31,light
mid-morning,p-2-4,45.74789,21.2254,10,15,0.667,31,light
midday,p-2-4,45.74789,21.2254,10,15,0.667,31,light
afternoon-rush,p-2-4,45.74789,21.2254,10,15,0.667,31,light
evening,p-2-4,45.74789,21.2254,10,15,0.667,31,light
night,p-2-4,45.74789,21.2254,10,15,0.667,31,light
morning-rush,p-2-4,45.74784,21.22556,10,15,0.667,31,light
mid-morning,p-2-4,45.74784,21.22556,10,15,0.667,31,light
midday,p-2-4,45.74784,21.22556,10,15,0.667,31,light
afternoon-rush,p-2-4,45.74784,21.22556,10,15,0.667,31,light
evening,p-2-4,45.74784,21.22556,10,15,0.667,31,light
night,p-2-4,45.74784,21.22556,10,15,0.667,31,light
morning-rush,p-2-5,45.74815,21.23205,35,35,1,0,free
mid-morning,p-2-5,45.74815,21.23205,35,35,1,0,free
midday,p-2-5,45.74815,21.23205,35,35,1,0,free
afternoon-rush,p-2-5,45.74815,21.23205,35,35,1,0,free
evening,p-2-5,45.74815,21.23205,35,35,1,0,free
night,p-2-5,45.74815,21.23205,35,35,1,0,free
morning-rush,p-2-5,45.74808,21.23161,35,35,1,0,free
mid-morning,p-2-5,45.74808,21.23161,35,35,1,0,free
midday,p-2-5,45.74808,21.23161,35,35,1,0,free
afternoon-rush,p-2-5,45.74808,21.23161,35,35,1,0,free
evening,p-2-5,45.74808,21.23161,35,35,1,0,free
night,p-2-5,45.74808,21.23161,35,35,1,0,free
morning-rush,p-2-5,45.74804,21.23132,35,35,1,0,free
mid-morning,p-2-5,45.74804,21.23132,35,35,1,0,free
midday,p-2-5,45.74804,21.23132,35,35,1,0,free
afternoon-rush,p-2-5,45.74804,21.23132,35,35,1,0,free
evening,p-2-5,45.74804,21.23132,35,35,1,0,free
night,p-2-5,45.74804,21.23132,35,35,1,0,free
morning-rush,p-2-5,45.74802,21.2311,35,35,1,0,free
mid-morning,p-2-5,45.74802,21.2311,35,35,1,0,free
midday,p-2-5,45.74802,21.2311,35,35,1,0,free
afternoon-rush,p-2-5,45.74802,21.2311,35,35,1,0,free
evening,p-2-5,45.74802,21.2311,35,35,1,0,free
night,p-2-5,45.74802,21.2311,35,35,1,0,free
morning-rush,p-2-5,45.74798,21.23085,35,35,1,0,free
mid-morning,p-2-5,45.74798,21.23085,35,35,1,0,free
midday,p-2-5,45.74798,21.23085,35,35,1,0,free
afternoon-rush,p-2-5,45.74798,21.23085,35,35,1,0,free
evening,p-2-5,45.74798,21.23085,35,35,1,0,free
night,p-2-5,45.74798,21.23085,35,35,1,0,free
morning-rush,p-2-5,45.74795,21.2306,35,35,1,0,free
mid-morning,p-2-5,45.74795,21.2306,35,35,1,0,free
midday,p-2-5,45.74795,21.2306,35,35,1,0,free
afternoon-rush,p-2-5,45.74795,21.2306,35,35,1,0,free
evening,p-2-5,45.74795,21.2306,35,35,1,0,free
night,p-2-5,45.74795,21.2306,35,35,1,0,free
morning-rush,p-2-5,45.74792,21.23033,35,35,1,0,free
mid-morning,p-2-5,45.74792,21.23033,35,35,1,0,free
midday,p-2-5,45.74792,21.23033,35,35,1,0,free
afternoon-rush,p-2-5,45.74792,21.23033,35,35,1,0,free
evening,p-2-5,45.74792,21.23033,35,35,1,0,free
night,p-2-5,45.74792,21.23033,35,35,1,0,free
morning-rush,p-2-5,45.74789,21.23001,35,35,1,0,free
mid-morning,p-2-5,45.74789,21.23001,35,35,1,0,free
midday,p-2-5,45.74789,21.23001,35,35,1,0,free
afternoon-rush,p-2-5,45.74789,21.23001,35,35,1,0,free
evening,p-2-5,45.74789,21.23001,35,35,1,0,free
night,p-2-5,45.74789,21.23001,35,35,1,0,free
morning-rush,p-2-5,45.74786,21.22971,35,35,1,0,free
mid-morning,p-2-5,45.74786,21.22971,35,35,1,0,free
midday,p-2-5,45.74786,21.22971,35,35,1,0,free
afternoon-rush,p-2-5,45.74786,21.22971,35,35,1,0,free
evening,p-2-5,45.74786,21.22971,35,35,1,0,free
night,p-2-5,45.74786,21.22971,35,35,1,0,free
morning-rush,p-2-5,45.74783,21.22939,35,35,1,0,free
mid-morning,p-2-5,45.74783,21.22939,35,35,1,0,free
midday,p-2-5,45.74783,21.22939,35,35,1,0,free
afternoon-rush,p-2-5,45.74783,21.22939,35,35,1,0,free
evening,p-2-5,45.74783,21.22939,35,35,1,0,free
night,p-2-5,45.74783,21.22939,35,35,1,0,free
morning-rush,p-2-5,45.74781,21.22923,35,35,1,0,free
mid-morning,p-2-5,45.74781,21.22923,35,35,1,0,free
midday,p-2-5,45.74781,21.22923,35,35,1,0,free
afternoon-rush,p-2-5,45.74781,21.22923,35,35,1,0,free
evening,p-2-5,45.74781,21.22923,35,35,1,0,free
night,p-2-5,45.74781,21.22923,35,35,1,0,free
morning-rush,p-2-5,45.7478,21.22906,35,35,1,0,free
mid-morning,p-2-5,45.7478,21.22906,35,35,1,0,free
midday,p-2-5,45.7478,21.22906,35,35,1,0,free
afternoon-rush,p-2-5,45.7478,21.22906,35,35,1,0,free
evening,p-2-5,45.7478,21.22906,35,35,1,0,free
night,p-2-5,45.7478,21.22906,35,35,1,0,free
morning-rush,p-2-5,45.74778,21.22875,35,35,1,0,free
mid-morning,p-2-5,45.74778,21.22875,35,35,1,0,free
midday,p-2-5,45.74778,21.22875,35,35,1,0,free
afternoon-rush,p-2-5,45.74778,21.22875,35,35,1,0,free
evening,p-2-5,45.74778,21.22875,35,35,1,0,free
night,p-2-5,45.74778,21.22875,35,35,1,0,free
morning-rush,p-2-5,45.74775,21.22788,35,35,1,0,free
mid-morning,p-2-5,45.74775,21.22788,35,35,1,0,free
midday,p-2-5,45.74775,21.22788,35,35,1,0,free
afternoon-rush,p-2-5,45.74775,21.22788,35,35,1,0,free
evening,p-2-5,45.74775,21.22788,35,35,1,0,free
night,p-2-5,45.74775,21.22788,35,35,1,0,free
morning-rush,p-2-5,45.74776,21.22739,35,35,1,0,free
mid-morning,p-2-5,45.74776,21.22739,35,35,1,0,free
midday,p-2-5,45.74776,21.22739,35,35,1,0,free
afternoon-rush,p-2-5,45.74776,21.22739,35,35,1,0,free
evening,p-2-5,45.74776,21.22739,35,35,1,0,free
night,p-2-5,45.74776,21.22739,35,35,1,0,free
morning-rush,p-2-5,45.74777,21.22724,35,35,1,0,free
mid-morning,p-2-5,45.74777,21.22724,35,35,1,0,free
midday,p-2-5,45.74777,21.22724,35,35,1,0,free
afternoon-rush,p-2-5,45.74777,21.22724,35,35,1,0,free
evening,p-2-5,45.74777,21.22724,35,35,1,0,free
night,p-2-5,45.74777,21.22724,35,35,1,0,free
morning-rush,p-2-5,45.74777,21.22715,35,35,1,0,free
mid-morning,p-2-5,45.74777,21.22715,35,35,1,0,free
midday,p-2-5,45.74777,21.22715,35,35,1,0,free
afternoon-rush,p-2-5,45.74777,21.22715,35,35,1,0,free
evening,p-2-5,45.74777,21.22715,35,35,1,0,free
night,p-2-5,45.74777,21.22715,35,35,1,0,free
morning-rush,p-2-5,45.74781,21.2268,35,35,1,0,free
mid-morning,p-2-5,45.74781,21.2268,35,35,1,0,free
midday,p-2-5,45.74781,21.2268,35,35,1,0,free
afternoon-rush,p-2-5,45.74781,21.2268,35,35,1,0,free
evening,p-2-5,45.74781,21.2268,35,35,1,0,free
night,p-2-5,45.74781,21.2268,35,35,1,0,free
morning-rush,p-2-5,45.74784,21.22645,35,35,1,0,free
mid-morning,p-2-5,45.74784,21.22645,35,35,1,0,free
midday,p-2-5,45.74784,21.22645,35,35,1,0,free
afternoon-rush,p-2-5,45.74784,21.22645,35,35,1,0,free
evening,p-2-5,45.74784,21.22645,35,35,1,0,free
night,p-2-5,45.74784,21.22645,35,35,1,0,free
morning-rush,p-2-5,45.74787,21.22622,35,35,1,0,free
mid-morning,p-2-5,45.74787,21.22622,35,35,1,0,free
midday,p-2-5,45.74787,21.22622,35,35,1,0,free
afternoon-rush,p-2-5,45.74787,21.22622,35,35,1,0,free
evening,p-2-5,45.74787,21.22622,35,35,1,0,free
night,p-2-5,45.74787,21.22622,35,35,1,0,free
morning-rush,p-2-5,45.7479,21.22598,35,35,1,0,free
mid-morning,p-2-5,45.7479,21.22598,35,35,1,0,free
midday,p-2-5,45.7479,21.22598,35,35,1,0,free
afternoon-rush,p-2-5,45.7479,21.22598,35,35,1,0,free
evening,p-2-5,45.7479,21.22598,35,35,1,0,free
night,p-2-5,45.7479,21.22598,35,35,1,0,free
morning-rush,p-2-5,45.74791,21.22597,35,35,1,0,free
mid-morning,p-2-5,45.74791,21.22597,35,35,1,0,free
midday,p-2-5,45.74791,21.22597,35,35,1,0,free
afternoon-rush,p-2-5,45.74791,21.22597,35,35,1,0,free
evening,p-2-5,45.74791,21.22597,35,35,1,0,free
night,p-2-5,45.74791,21.22597,35,35,1,0,free
morning-rush,p-2-5,45.74798,21.2256,35,35,1,0,free
mid-morning,p-2-5,45.74798,21.2256,35,35,1,0,free
midday,p-2-5,45.74798,21.2256,35,35,1,0,free
afternoon-rush,p-2-5,45.74798,21.2256,35,35,1,0,free
evening,p-2-5,45.74798,21.2256,35,35,1,0,free
night,p-2-5,45.74798,21.2256,35,35,1,0,free
morning-rush,p-3-1,45.74916,21.19942,47,47,1,0,free
mid-morning,p-3-1,45.74916,21.19942,47,47,1,0,free
midday,p-3-1,45.74916,21.19942,47,47,1,0,free
afternoon-rush,p-3-1,45.74916,21.19942,47,47,1,0,free
evening,p-3-1,45.74916,21.19942,47,47,1,0,free
night,p-3-1,45.74916,21.19942,47,47,1,0,free
morning-rush,p-3-1,45.7491,21.19914,47,47,1,0,free
mid-morning,p-3-1,45.7491,21.19914,47,47,1,0,free
midday,p-3-1,45.7491,21.19914,47,47,1,0,free
afternoon-rush,p-3-1,45.7491,21.19914,47,47,1,0,free
evening,p-3-1,45.7491,21.19914,47,47,1,0,free
night,p-3-1,45.7491,21.19914,47,47,1,0,free
morning-rush,p-3-1,45.74865,21.19674,47,47,1,0,free
mid-morning,p-3-1,45.74865,21.19674,47,47,1,0,free
midday,p-3-1,45.74865,21.19674,47,47,1,0,free
afternoon-rush,p-3-1,45.74865,21.19674,47,47,1,0,free
evening,p-3-1,45.74865,21.19674,47,47,1,0,free
night,p-3-1,45.74865,21.19674,47,47,1,0,free
morning-rush,p-3-2,45.75,21.2052,5,15,0.333,272,blocked
mid-morning,p-3-2,45.75,21.2052,5,15,0.333,272,blocked
midday,p-3-2,45.75,21.2052,5,15,0.333,272,blocked
afternoon-rush,p-3-2,45.75,21.2052,5,15,0.333,272,blocked
evening,p-3-2,45.75,21.2052,5,15,0.333,272,blocked
night,p-3-2,45.75,21.2052,5,15,0.333,272,blocked
morning-rush,p-3-2,45.75026,21.20684,5,15,0.333,272,blocked
mid-morning,p-3-2,45.75026,21.20684,5,15,0.333,272,blocked
midday,p-3-2,45.75026,21.20684,5,15,0.333,272,blocked
afternoon-rush,p-3-2,45.75026,21.20684,5,15,0.333,272,blocked
evening,p-3-2,45.75026,21.20684,5,15,0.333,272,blocked
night,p-3-2,45.75026,21.20684,5,15,0.333,272,blocked
morning-rush,p-3-2,45.75029,21.20709,5,15,0.333,272,blocked
mid-morning,p-3-2,45.75029,21.20709,5,15,0.333,272,blocked
midday,p-3-2,45.75029,21.20709,5,15,0.333,272,blocked
afternoon-rush,p-3-2,45.75029,21.20709,5,15,0.333,272,blocked
evening,p-3-2,45.75029,21.20709,5,15,0.333,272,blocked
night,p-3-2,45.75029,21.20709,5,15,0.333,272,blocked
morning-rush,p-3-2,45.75036,21.20758,5,15,0.333,272,blocked
mid-morning,p-3-2,45.75036,21.20758,5,15,0.333,272,blocked
midday,p-3-2,45.75036,21.20758,5,15,0.333,272,blocked
afternoon-rush,p-3-2,45.75036,21.20758,5,15,0.333,272,blocked
evening,p-3-2,45.75036,21.20758,5,15,0.333,272,blocked
night,p-3-2,45.75036,21.20758,5,15,0.333,272,blocked
morning-rush,p-3-3,45.75169,21.21598,37,37,1,0,free
mid-morning,p-3-3,45.75169,21.21598,37,37,1,0,free
midday,p-3-3,45.75169,21.21598,37,37,1,0,free
afternoon-rush,p-3-3,45.75169,21.21598,37,37,1,0,free
evening,p-3-3,45.75169,21.21598,37,37,1,0,free
night,p-3-3,45.75169,21.21598,37,37,1,0,free
morning-rush,p-3-3,45.75162,21.21601,37,37,1,0,free
mid-morning,p-3-3,45.75162,21.21601,37,37,1,0,free
midday,p-3-3,45.75162,21.21601,37,37,1,0,free
afternoon-rush,p-3-3,45.75162,21.21601,37,37,1,0,free
evening,p-3-3,45.75162,21.21601,37,37,1,0,free
night,p-3-3,45.75162,21.21601,37,37,1,0,free
morning-rush,p-3-3,45.75158,21.21608,37,37,1,0,free
mid-morning,p-3-3,45.75158,21.21608,37,37,1,0,free
midday,p-3-3,45.75158,21.21608,37,37,1,0,free
afternoon-rush,p-3-3,45.75158,21.21608,37,37,1,0,free
evening,p-3-3,45.75158,21.21608,37,37,1,0,free
night,p-3-3,45.75158,21.21608,37,37,1,0,free
morning-rush,p-3-3,45.75141,21.21615,37,37,1,0,free
mid-morning,p-3-3,45.75141,21.21615,37,37,1,0,free
midday,p-3-3,45.75141,21.21615,37,37,1,0,free
afternoon-rush,p-3-3,45.75141,21.21615,37,37,1,0,free
evening,p-3-3,45.75141,21.21615,37,37,1,0,free
night,p-3-3,45.75141,21.21615,37,37,1,0,free
morning-rush,p-3-3,45.75127,21.21621,37,37,1,0,free
mid-morning,p-3-3,45.75127,21.21621,37,37,1,0,free
midday,p-3-3,45.75127,21.21621,37,37,1,0,free
afternoon-rush,p-3-3,45.75127,21.21621,37,37,1,0,free
evening,p-3-3,45.75127,21.21621,37,37,1,0,free
night,p-3-3,45.75127,21.21621,37,37,1,0,free
morning-rush,p-3-3,45.75089,21.21641,37,37,1,0,free
mid-morning,p-3-3,45.75089,21.21641,37,37,1,0,free
midday,p-3-3,45.75089,21.21641,37,37,1,0,free
afternoon-rush,p-3-3,45.75089,21.21641,37,37,1,0,free
evening,p-3-3,45.75089,21.21641,37,37,1,0,free
night,p-3-3,45.75089,21.21641,37,37,1,0,free
morning-rush,p-3-3,45.75066,21.21656,37,37,1,0,free
mid-morning,p-3-3,45.75066,21.21656,37,37,1,0,free
midday,p-3-3,45.75066,21.21656,37,37,1,0,free
afternoon-rush,p-3-3,45.75066,21.21656,37,37,1,0,free
evening,p-3-3,45.75066,21.21656,37,37,1,0,free
night,p-3-3,45.75066,21.21656,37,37,1,0,free
morning-rush,p-3-3,45.75059,21.21659,37,37,1,0,free
mid-morning,p-3-3,45.75059,21.21659,37,37,1,0,free
midday,p-3-3,45.75059,21.21659,37,37,1,0,free
afternoon-rush,p-3-3,45.75059,21.21659,37,37,1,0,free
evening,p-3-3,45.75059,21.21659,37,37,1,0,free
night,p-3-3,45.75059,21.21659,37,37,1,0,free
morning-rush,p-3-3,45.75046,21.21665,37,37,1,0,free
mid-morning,p-3-3,45.75046,21.21665,37,37,1,0,free
midday,p-3-3,45.75046,21.21665,37,37,1,0,free
afternoon-rush,p-3-3,45.75046,21.21665,37,37,1,0,free
evening,p-3-3,45.75046,21.21665,37,37,1,0,free
night,p-3-3,45.75046,21.21665,37,37,1,0,free
morning-rush,p-3-3,45.75029,21.21675,37,37,1,0,free
mid-morning,p-3-3,45.75029,21.21675,37,37,1,0,free
midday,p-3-3,45.75029,21.21675,37,37,1,0,free
afternoon-rush,p-3-3,45.75029,21.21675,37,37,1,0,free
evening,p-3-3,45.75029,21.21675,37,37,1,0,free
night,p-3-3,45.75029,21.21675,37,37,1,0,free
morning-rush,p-3-3,45.75025,21.21678,37,37,1,0,free
mid-morning,p-3-3,45.75025,21.21678,37,37,1,0,free
midday,p-3-3,45.75025,21.21678,37,37,1,0,free
afternoon-rush,p-3-3,45.75025,21.21678,37,37,1,0,free
evening,p-3-3,45.75025,21.21678,37,37,1,0,free
night,p-3-3,45.75025,21.21678,37,37,1,0,free
morning-rush,p-3-4,45.75048,21.22242,18,18,1,0,free
mid-morning,p-3-4,45.75048,21.22242,18,18,1,0,free
midday,p-3-4,45.75048,21.22242,18,18,1,0,free
afternoon-rush,p-3-4,45.75048,21.22242,18,18,1,0,free
evening,p-3-4,45.75048,21.22242,18,18,1,0,free
night,p-3-4,45.75048,21.22242,18,18,1,0,free
morning-rush,p-3-4,45.75051,21.22248,18,18,1,0,free
mid-morning,p-3-4,45.75051,21.22248,18,18,1,0,free
midday,p-3-4,45.75051,21.22248,18,18,1,0,free
afternoon-rush,p-3-4,45.75051,21.22248,18,18,1,0,free
evening,p-3-4,45.75051,21.22248,18,18,1,0,free
night,p-3-4,45.75051,21.22248,18,18,1,0,free
morning-rush,p-3-4,45.7508,21.22305,18,18,1,0,free
mid-morning,p-3-4,45.7508,21.22305,18,18,1,0,free
midday,p-3-4,45.7508,21.22305,18,18,1,0,free
afternoon-rush,p-3-4,45.7508,21.22305,18,18,1,0,free
evening,p-3-4,45.7508,21.22305,18,18,1,0,free
night,p-3-4,45.7508,21.22305,18,18,1,0,free
morning-rush,p-3-4,45.7509,21.22324,18,18,1,0,free
mid-morning,p-3-4,45.7509,21.22324,18,18,1,0,free
midday,p-3-4,45.7509,21.22324,18,18,1,0,free
afternoon-rush,p-3-4,45.7509,21.22324,18,18,1,0,free
evening,p-3-4,45.7509,21.22324,18,18,1,0,free
night,p-3-4,45.7509,21.22324,18,18,1,0,free
morning-rush,p-3-4,45.75094,21.22333,18,18,1,0,free
mid-morning,p-3-4,45.75094,21.22333,18,18,1,0,free
midday,p-3-4,45.75094,21.22333,18,18,1,0,free
afternoon-rush,p-3-4,45.75094,21.22333,18,18,1,0,free
evening,p-3-4,45.75094,21.22333,18,18,1,0,free
night,p-3-4,45.75094,21.22333,18,18,1,0,free
morning-rush,p-3-4,45.75108,21.22362,18,18,1,0,free
mid-morning,p-3-4,45.75108,21.22362,18,18,1,0,free
midday,p-3-4,45.75108,21.22362,18,18,1,0,free
afternoon-rush,p-3-4,45.75108,21.22362,18,18,1,0,free
evening,p-3-4,45.75108,21.22362,18,18,1,0,free
night,p-3-4,45.75108,21.22362,18,18,1,0,free
morning-rush,p-3-4,45.75128,21.22401,18,18,1,0,free
mid-morning,p-3-4,45.75128,21.22401,18,18,1,0,free
midday,p-3-4,45.75128,21.22401,18,18,1,0,free
afternoon-rush,p-3-4,45.75128,21.22401,18,18,1,0,free
evening,p-3-4,45.75128,21.22401,18,18,1,0,free
night,p-3-4,45.75128,21.22401,18,18,1,0,free
morning-rush,p-3-5,45.75138,21.23845,36,58,0.621,40,blocked
mid-morning,p-3-5,45.75138,21.23845,36,58,0.621,40,blocked
midday,p-3-5,45.75138,21.23845,36,58,0.621,40,blocked
afternoon-rush,p-3-5,45.75138,21.23845,36,58,0.621,40,blocked
evening,p-3-5,45.75138,21.23845,36,58,0.621,40,blocked
night,p-3-5,45.75138,21.23845,36,58,0.621,40,blocked
morning-rush,p-3-5,45.75131,21.2384,36,58,0.621,40,blocked
mid-morning,p-3-5,45.75131,21.2384,36,58,0.621,40,blocked
midday,p-3-5,45.75131,21.2384,36,58,0.621,40,blocked
afternoon-rush,p-3-5,45.75131,21.2384,36,58,0.621,40,blocked
evening,p-3-5,45.75131,21.2384,36,58,0.621,40,blocked
night,p-3-5,45.75131,21.2384,36,58,0.621,40,blocked
morning-rush,p-3-5,45.75119,21.2383,36,58,0.621,40,blocked
mid-morning,p-3-5,45.75119,21.2383,36,58,0.621,40,blocked
midday,p-3-5,45.75119,21.2383,36,58,0.621,40,blocked
afternoon-rush,p-3-5,45.75119,21.2383,36,58,0.621,40,blocked
evening,p-3-5,45.75119,21.2383,36,58,0.621,40,blocked
night,p-3-5,45.75119,21.2383,36,58,0.621,40,blocked
morning-rush,p-3-5,45.75107,21.23821,36,58,0.621,40,blocked
mid-morning,p-3-5,45.75107,21.23821,36,58,0.621,40,blocked
midday,p-3-5,45.75107,21.23821,36,58,0.621,40,blocked
afternoon-rush,p-3-5,45.75107,21.23821,36,58,0.621,40,blocked
evening,p-3-5,45.75107,21.23821,36,58,0.621,40,blocked
night,p-3-5,45.75107,21.23821,36,58,0.621,40,blocked
morning-rush,p-3-5,45.75102,21.23817,36,58,0.621,40,blocked
mid-morning,p-3-5,45.75102,21.23817,36,58,0.621,40,blocked
midday,p-3-5,45.75102,21.23817,36,58,0.621,40,blocked
afternoon-rush,p-3-5,45.75102,21.23817,36,58,0.621,40,blocked
evening,p-3-5,45.75102,21.23817,36,58,0.621,40,blocked
night,p-3-5,45.75102,21.23817,36,58,0.621,40,blocked
morning-rush,p-3-5,45.75091,21.23807,36,58,0.621,40,blocked
mid-morning,p-3-5,45.75091,21.23807,36,58,0.621,40,blocked
midday,p-3-5,45.75091,21.23807,36,58,0.621,40,blocked
afternoon-rush,p-3-5,45.75091,21.23807,36,58,0.621,40,blocked
evening,p-3-5,45.75091,21.23807,36,58,0.621,40,blocked
night,p-3-5,45.75091,21.23807,36,58,0.621,40,blocked
morning-rush,p-3-5,45.75081,21.23799,36,58,0.621,40,blocked
mid-morning,p-3-5,45.75081,21.23799,36,58,0.621,40,blocked
midday,p-3-5,45.75081,21.23799,36,58,0.621,40,blocked
afternoon-rush,p-3-5,45.75081,21.23799,36,58,0.621,40,blocked
evening,p-3-5,45.75081,21.23799,36,58,0.621,40,blocked
night,p-3-5,45.75081,21.23799,36,58,0.621,40,blocked
morning-rush,p-3-5,45.75062,21.23784,36,58,0.621,40,blocked
mid-morning,p-3-5,45.75062,21.23784,36,58,0.621,40,blocked
midday,p-3-5,45.75062,21.23784,36,58,0.621,40,blocked
afternoon-rush,p-3-5,45.75062,21.23784,36,58,0.621,40,blocked
evening,p-3-5,45.75062,21.23784,36,58,0.621,40,blocked
night,p-3-5,45.75062,21.23784,36,58,0.621,40,blocked
